FIPS	State	County	Variable	median_household_income
26059	Michigan	Hillsdale	median_household_income	41030
26061	Michigan	Houghton	median_household_income	35425
26063	Michigan	Huron	median_household_income	39726
26065	Michigan	Ingham	median_household_income	42371
26067	Michigan	Ionia	median_household_income	46072
26069	Michigan	Iosco	median_household_income	33487
26071	Michigan	Iron	median_household_income	34384
26073	Michigan	Isabella	median_household_income	38154
26075	Michigan	Jackson	median_household_income	42379
26077	Michigan	Kalamazoo	median_household_income	45798
26079	Michigan	Kalkaska	median_household_income	38053
26081	Michigan	Kent	median_household_income	50651
26083	Michigan	Keweenaw	median_household_income	38207
26085	Michigan	Lake	median_household_income	28971
26087	Michigan	Lapeer	median_household_income	50232
26089	Michigan	Leelanau	median_household_income	51267
26091	Michigan	Lenawee	median_household_income	45512
26093	Michigan	Livingston	median_household_income	68895
26095	Michigan	Luce	median_household_income	36515
26097	Michigan	Mackinac	median_household_income	36393
26099	Michigan	Macomb	median_household_income	50958
26101	Michigan	Manistee	median_household_income	39347
26103	Michigan	Marquette	median_household_income	41663
26105	Michigan	Mason	median_household_income	39101
26107	Michigan	Mecosta	median_household_income	38634
26109	Michigan	Menominee	median_household_income	39292
26111	Michigan	Midland	median_household_income	53764
26113	Michigan	Missaukee	median_household_income	37616
26115	Michigan	Monroe	median_household_income	54174
26117	Michigan	Montcalm	median_household_income	41023
26119	Michigan	Montmorency	median_household_income	32241
26121	Michigan	Muskegon	median_household_income	38482
26123	Michigan	Newaygo	median_household_income	41674
26125	Michigan	Oakland	median_household_income	61961
26127	Michigan	Oceana	median_household_income	39670
26129	Michigan	Ogemaw	median_household_income	33222
26131	Michigan	Ontonagon	median_household_income	34352
26133	Michigan	Osceola	median_household_income	38404
26135	Michigan	Oscoda	median_household_income	31579
26137	Michigan	Otsego	median_household_income	44129
26139	Michigan	Ottawa	median_household_income	54461
26141	Michigan	Presque Isle	median_household_income	39483
26143	Michigan	Roscommon	median_household_income	32742
26145	Michigan	Saginaw	median_household_income	40411
26147	Michigan	St. Clair	median_household_income	45858
26149	Michigan	St. Joseph	median_household_income	40796
26151	Michigan	Sanilac	median_household_income	37465
26153	Michigan	Schoolcraft	median_household_income	38366
26155	Michigan	Shiawassee	median_household_income	46811
26157	Michigan	Tuscola	median_household_income	42808
26159	Michigan	Van Buren	median_household_income	41600
26161	Michigan	Washtenaw	median_household_income	56789
26163	Michigan	Wayne	median_household_income	38479
26165	Michigan	Wexford	median_household_income	43873
27001	Minnesota	Aitkin	median_household_income	39958
27003	Minnesota	Anoka	median_household_income	63799
27005	Minnesota	Becker	median_household_income	47819
27007	Minnesota	Beltrami	median_household_income	40657
27009	Minnesota	Benton	median_household_income	49482
27011	Minnesota	Big Stone	median_household_income	43190
27013	Minnesota	Blue Earth	median_household_income	46280
27015	Minnesota	Brown	median_household_income	50339
27017	Minnesota	Carlton	median_household_income	49357
27019	Minnesota	Carver	median_household_income	85314
27021	Minnesota	Cass	median_household_income	42297
27023	Minnesota	Chippewa	median_household_income	46545
27025	Minnesota	Chisago	median_household_income	62776
27027	Minnesota	Clay	median_household_income	52731
27029	Minnesota	Clearwater	median_household_income	36697
27031	Minnesota	Cook	median_household_income	44278
27033	Minnesota	Cottonwood	median_household_income	44504
27035	Minnesota	Crow Wing	median_household_income	45514
27037	Minnesota	Dakota	median_household_income	70064
27039	Minnesota	Dodge	median_household_income	65423
27041	Minnesota	Douglas	median_household_income	49161
27043	Minnesota	Faribault	median_household_income	43567
27045	Minnesota	Fillmore	median_household_income	47241
27047	Minnesota	Freeborn	median_household_income	44352
27049	Minnesota	Goodhue	median_household_income	54724
27051	Minnesota	Grant	median_household_income	43715
27053	Minnesota	Hennepin	median_household_income	60811
27055	Minnesota	Houston	median_household_income	52325
27057	Minnesota	Hubbard	median_household_income	41196
27059	Minnesota	Isanti	median_household_income	57860
27061	Minnesota	Itasca	median_household_income	44957
27063	Minnesota	Jackson	median_household_income	47337
27065	Minnesota	Kanabec	median_household_income	44691
27067	Minnesota	Kandiyohi	median_household_income	49543
27069	Minnesota	Kittson	median_household_income	45740
27071	Minnesota	Koochiching	median_household_income	42771
27073	Minnesota	Lac qui Parle	median_household_income	49670
27075	Minnesota	Lake	median_household_income	48683
27077	Minnesota	Lake of the Woods	median_household_income	39777
27079	Minnesota	Le Sueur	median_household_income	54468
27081	Minnesota	Lincoln	median_household_income	43996
27083	Minnesota	Lyon	median_household_income	50031
27085	Minnesota	McLeod	median_household_income	52120
27087	Minnesota	Mahnomen	median_household_income	37593
27089	Minnesota	Marshall	median_household_income	47760
27091	Minnesota	Martin	median_household_income	44597
27093	Minnesota	Meeker	median_household_income	51299
27095	Minnesota	Mille Lacs	median_household_income	43155
27097	Minnesota	Morrison	median_household_income	44928
27099	Minnesota	Mower	median_household_income	46860
27101	Minnesota	Murray	median_household_income	52281
27103	Minnesota	Nicollet	median_household_income	55360
27105	Minnesota	Nobles	median_household_income	44945
27107	Minnesota	Norman	median_household_income	44576
27109	Minnesota	Olmsted	median_household_income	66997
27111	Minnesota	Otter Tail	median_household_income	47879
27113	Minnesota	Pennington	median_household_income	41986
27115	Minnesota	Pine	median_household_income	42447
27117	Minnesota	Pipestone	median_household_income	43726
27119	Minnesota	Polk	median_household_income	49978
27121	Minnesota	Pope	median_household_income	47165
27123	Minnesota	Ramsey	median_household_income	51719
27125	Minnesota	Red Lake	median_household_income	44658
27127	Minnesota	Redwood	median_household_income	47858
27129	Minnesota	Renville	median_household_income	49153
27131	Minnesota	Rice	median_household_income	56781
27133	Minnesota	Rock	median_household_income	49920
27135	Minnesota	Roseau	median_household_income	48344
27137	Minnesota	St. Louis	median_household_income	44475
27139	Minnesota	Scott	median_household_income	81586
27141	Minnesota	Sherburne	median_household_income	68646
27143	Minnesota	Sibley	median_household_income	53047
27145	Minnesota	Stearns	median_household_income	52053
27147	Minnesota	Steele	median_household_income	54971
27149	Minnesota	Stevens	median_household_income	46892
27151	Minnesota	Swift	median_household_income	46209
27153	Minnesota	Todd	median_household_income	41290
27155	Minnesota	Traverse	median_household_income	45815
27157	Minnesota	Wabasha	median_household_income	53899
27159	Minnesota	Wadena	median_household_income	36097
27161	Minnesota	Waseca	median_household_income	52660
27163	Minnesota	Washington	median_household_income	77069
27165	Minnesota	Watonwan	median_household_income	46565
27167	Minnesota	Wilkin	median_household_income	50004
27169	Minnesota	Winona	median_household_income	46028
27171	Minnesota	Wright	median_household_income	68387
27173	Minnesota	Yellow Medicine	median_household_income	46586
28001	Mississippi	Adams	median_household_income	26722
28003	Mississippi	Alcorn	median_household_income	31496
28005	Mississippi	Amite	median_household_income	32824
28007	Mississippi	Attala	median_household_income	30108
28009	Mississippi	Benton	median_household_income	27834
28011	Mississippi	Bolivar	median_household_income	28802
28013	Mississippi	Calhoun	median_household_income	32453
28015	Mississippi	Carroll	median_household_income	34876
28017	Mississippi	Chickasaw	median_household_income	30524
28019	Mississippi	Choctaw	median_household_income	31177
28021	Mississippi	Claiborne	median_household_income	22802
28023	Mississippi	Clarke	median_household_income	32875
28025	Mississippi	Clay	median_household_income	30243
28027	Mississippi	Coahoma	median_household_income	27349
28029	Mississippi	Copiah	median_household_income	31971
28031	Mississippi	Covington	median_household_income	31655
28033	Mississippi	DeSoto	median_household_income	54495
28035	Mississippi	Forrest	median_household_income	33203
28037	Mississippi	Franklin	median_household_income	33979
28039	Mississippi	George	median_household_income	42596
28041	Mississippi	Greene	median_household_income	37362
28043	Mississippi	Grenada	median_household_income	32543
28045	Mississippi	Hancock	median_household_income	39996
28047	Mississippi	Harrison	median_household_income	39046
28049	Mississippi	Hinds	median_household_income	35014
28051	Mississippi	Holmes	median_household_income	22623
28053	Mississippi	Humphreys	median_household_income	23169
28055	Mississippi	Issaquena	median_household_income	27683
28057	Mississippi	Itawamba	median_household_income	37848
28059	Mississippi	Jackson	median_household_income	47672
28061	Mississippi	Jasper	median_household_income	30574
28063	Mississippi	Jefferson	median_household_income	23420
28065	Mississippi	Jefferson Davis	median_household_income	27808
28067	Mississippi	Jones	median_household_income	37030
28069	Mississippi	Kemper	median_household_income	27601
28071	Mississippi	Lafayette	median_household_income	39853
28073	Mississippi	Lamar	median_household_income	49250
28075	Mississippi	Lauderdale	median_household_income	36420
28077	Mississippi	Lawrence	median_household_income	35396
28079	Mississippi	Leake	median_household_income	33007
28081	Mississippi	Lee	median_household_income	40983
28083	Mississippi	Leflore	median_household_income	24839
28085	Mississippi	Lincoln	median_household_income	36112
28087	Mississippi	Lowndes	median_household_income	38605
28089	Mississippi	Madison	median_household_income	55692
28091	Mississippi	Marion	median_household_income	31368
28093	Mississippi	Marshall	median_household_income	32943
28095	Mississippi	Monroe	median_household_income	34735
28097	Mississippi	Montgomery	median_household_income	31249
28099	Mississippi	Neshoba	median_household_income	34658
28101	Mississippi	Newton	median_household_income	34269
28103	Mississippi	Noxubee	median_household_income	21929
28105	Mississippi	Oktibbeha	median_household_income	31937
28107	Mississippi	Panola	median_household_income	32764
28109	Mississippi	Pearl River	median_household_income	38276
28111	Mississippi	Perry	median_household_income	34766
28113	Mississippi	Pike	median_household_income	31142
28115	Mississippi	Pontotoc	median_household_income	38348
28117	Mississippi	Prentiss	median_household_income	32927
28119	Mississippi	Quitman	median_household_income	24786
28121	Mississippi	Rankin	median_household_income	59890
28123	Mississippi	Scott	median_household_income	32004
28125	Mississippi	Sharkey	median_household_income	26439
28127	Mississippi	Simpson	median_household_income	32348
28129	Mississippi	Smith	median_household_income	36311
28131	Mississippi	Stone	median_household_income	39113
28133	Mississippi	Sunflower	median_household_income	26788
28135	Mississippi	Tallahatchie	median_household_income	27789
28137	Mississippi	Tate	median_household_income	42201
28139	Mississippi	Tippah	median_household_income	33701
28141	Mississippi	Tishomingo	median_household_income	33494
28143	Mississippi	Tunica	median_household_income	29631
28145	Mississippi	Union	median_household_income	36925
28147	Mississippi	Walthall	median_household_income	28707
28149	Mississippi	Warren	median_household_income	38874
28151	Mississippi	Washington	median_household_income	29287
28153	Mississippi	Wayne	median_household_income	32817
28155	Mississippi	Webster	median_household_income	32935
28157	Mississippi	Wilkinson	median_household_income	26738
28159	Mississippi	Winston	median_household_income	31826
28161	Mississippi	Yalobusha	median_household_income	32022
28163	Mississippi	Yazoo	median_household_income	28449
29001	Missouri	Adair	median_household_income	33639
29003	Missouri	Andrew	median_household_income	54994
29005	Missouri	Atchison	median_household_income	43322
29007	Missouri	Audrain	median_household_income	39554
29009	Missouri	Barry	median_household_income	36546
29011	Missouri	Barton	median_household_income	36076
29013	Missouri	Bates	median_household_income	40376
29015	Missouri	Benton	median_household_income	36255
29017	Missouri	Bollinger	median_household_income	38565
29019	Missouri	Boone	median_household_income	46769
29021	Missouri	Buchanan	median_household_income	42031
29023	Missouri	Butler	median_household_income	33480
29025	Missouri	Caldwell	median_household_income	44206
29027	Missouri	Callaway	median_household_income	45968
29029	Missouri	Camden	median_household_income	40370
29031	Missouri	Cape Girardeau	median_household_income	41755
29033	Missouri	Carroll	median_household_income	40035
29035	Missouri	Carter	median_household_income	27878
29037	Missouri	Cass	median_household_income	54969
29039	Missouri	Cedar	median_household_income	30536
29041	Missouri	Chariton	median_household_income	41409
29043	Missouri	Christian	median_household_income	50426
29045	Missouri	Clark	median_household_income	38597
29047	Missouri	Clay	median_household_income	59039
29049	Missouri	Clinton	median_household_income	49202
29051	Missouri	Cole	median_household_income	54396
29053	Missouri	Cooper	median_household_income	42482
29055	Missouri	Crawford	median_household_income	38215
29057	Missouri	Dade	median_household_income	33754
29059	Missouri	Dallas	median_household_income	33535
29061	Missouri	Daviess	median_household_income	38820
29063	Missouri	DeKalb	median_household_income	41264
29065	Missouri	Dent	median_household_income	34288
29067	Missouri	Douglas	median_household_income	30071
29069	Missouri	Dunklin	median_household_income	32018
29071	Missouri	Franklin	median_household_income	47663
29073	Missouri	Gasconade	median_household_income	39751
29075	Missouri	Gentry	median_household_income	37314
29077	Missouri	Greene	median_household_income	40423
29079	Missouri	Grundy	median_household_income	35002
29081	Missouri	Harrison	median_household_income	35626
29083	Missouri	Henry	median_household_income	38410
29085	Missouri	Hickory	median_household_income	30049
29087	Missouri	Holt	median_household_income	41054
29089	Missouri	Howard	median_household_income	42733
29091	Missouri	Howell	median_household_income	31645
29093	Missouri	Iron	median_household_income	32173
29095	Missouri	Jackson	median_household_income	44508
29097	Missouri	Jasper	median_household_income	39359
29099	Missouri	Jefferson	median_household_income	51008
29101	Missouri	Johnson	median_household_income	48483
29103	Missouri	Knox	median_household_income	33381
29105	Missouri	Laclede	median_household_income	37442
29107	Missouri	Lafayette	median_household_income	47604
29109	Missouri	Lawrence	median_household_income	41128
29111	Missouri	Lewis	median_household_income	40795
29113	Missouri	Lincoln	median_household_income	50523
29115	Missouri	Linn	median_household_income	35697
29117	Missouri	Livingston	median_household_income	37956
29119	Missouri	McDonald	median_household_income	34497
29121	Missouri	Macon	median_household_income	36969
29123	Missouri	Madison	median_household_income	32734
29125	Missouri	Maries	median_household_income	38568
29127	Missouri	Marion	median_household_income	36120
29129	Missouri	Mercer	median_household_income	35483
29131	Missouri	Miller	median_household_income	35573
29133	Missouri	Mississippi	median_household_income	29533
29135	Missouri	Moniteau	median_household_income	43931
29137	Missouri	Monroe	median_household_income	40176
29139	Missouri	Montgomery	median_household_income	38722
29141	Missouri	Morgan	median_household_income	34885
29143	Missouri	New Madrid	median_household_income	35522
29145	Missouri	Newton	median_household_income	41722
29147	Missouri	Nodaway	median_household_income	38478
29149	Missouri	Oregon	median_household_income	27616
29151	Missouri	Osage	median_household_income	49977
29153	Missouri	Ozark	median_household_income	30284
29155	Missouri	Pemiscot	median_household_income	26647
29157	Missouri	Perry	median_household_income	43899
29159	Missouri	Pettis	median_household_income	38026
29161	Missouri	Phelps	median_household_income	39880
29163	Missouri	Pike	median_household_income	38595
29165	Missouri	Platte	median_household_income	63676
29167	Missouri	Polk	median_household_income	38112
29169	Missouri	Pulaski	median_household_income	49600
29171	Missouri	Putnam	median_household_income	34146
29173	Missouri	Ralls	median_household_income	46640
29175	Missouri	Randolph	median_household_income	36590
29177	Missouri	Ray	median_household_income	52222
29179	Missouri	Reynolds	median_household_income	29475
29181	Missouri	Ripley	median_household_income	27794
29183	Missouri	St. Charles	median_household_income	67074
29185	Missouri	St. Clair	median_household_income	30098
29186	Missouri	Ste. Genevieve	median_household_income	48217
29187	Missouri	St. Francois	median_household_income	35252
29189	Missouri	St. Louis	median_household_income	55131
29195	Missouri	Saline	median_household_income	38379
29197	Missouri	Schuyler	median_household_income	33322
29199	Missouri	Scotland	median_household_income	36804
29201	Missouri	Scott	median_household_income	37793
29203	Missouri	Shannon	median_household_income	25684
29205	Missouri	Shelby	median_household_income	35321
29207	Missouri	Stoddard	median_household_income	35916
29209	Missouri	Stone	median_household_income	37302
29211	Missouri	Sullivan	median_household_income	36039
29213	Missouri	Taney	median_household_income	36176
29215	Missouri	Texas	median_household_income	32193
29217	Missouri	Vernon	median_household_income	37342
29219	Missouri	Warren	median_household_income	50773
29221	Missouri	Washington	median_household_income	30896
29223	Missouri	Wayne	median_household_income	28066
29225	Missouri	Webster	median_household_income	39261
29227	Missouri	Worth	median_household_income	38105
29229	Missouri	Wright	median_household_income	27007
29510	Missouri	St. Louis City	median_household_income	32576
30001	Montana	Beaverhead	median_household_income	38632
30003	Montana	Big Horn	median_household_income	34778
30005	Montana	Blaine	median_household_income	36562
30007	Montana	Broadwater	median_household_income	44183
30009	Montana	Carbon	median_household_income	43223
30011	Montana	Carter	median_household_income	35540
30013	Montana	Cascade	median_household_income	42525
30015	Montana	Chouteau	median_household_income	38106
30017	Montana	Custer	median_household_income	42308
30019	Montana	Daniels	median_household_income	43585
30021	Montana	Dawson	median_household_income	44925
30023	Montana	Deer Lodge	median_household_income	34375
30025	Montana	Fallon	median_household_income	50823
30027	Montana	Fergus	median_household_income	38912
30029	Montana	Flathead	median_household_income	44006
30031	Montana	Gallatin	median_household_income	50042
30033	Montana	Garfield	median_household_income	34607
30035	Montana	Glacier	median_household_income	33766
30037	Montana	Golden Valley	median_household_income	32236
30039	Montana	Granite	median_household_income	38140
30041	Montana	Hill	median_household_income	42014
30043	Montana	Jefferson	median_household_income	56280
30045	Montana	Judith Basin	median_household_income	37657
30047	Montana	Lake	median_household_income	37135
30049	Montana	Lewis and Clark	median_household_income	52510
30051	Montana	Liberty	median_household_income	35769
30053	Montana	Lincoln	median_household_income	33656
30055	Montana	McCone	median_household_income	39993
30057	Montana	Madison	median_household_income	42799
30059	Montana	Meagher	median_household_income	35591
30061	Montana	Mineral	median_household_income	33416
30063	Montana	Missoula	median_household_income	42082
30065	Montana	Musselshell	median_household_income	37495
30067	Montana	Park	median_household_income	42332
30069	Montana	Petroleum	median_household_income	31891
30071	Montana	Phillips	median_household_income	37217
30073	Montana	Pondera	median_household_income	37218
30075	Montana	Powder River	median_household_income	38756
30077	Montana	Powell	median_household_income	37850
30079	Montana	Prairie	median_household_income	35144
30081	Montana	Ravalli	median_household_income	39421
30083	Montana	Richland	median_household_income	55593
30085	Montana	Roosevelt	median_household_income	33152
30087	Montana	Rosebud	median_household_income	45838
30089	Montana	Sanders	median_household_income	30703
30091	Montana	Sheridan	median_household_income	44992
30093	Montana	Silver Bow	median_household_income	39586
30095	Montana	Stillwater	median_household_income	49185
30097	Montana	Sweet Grass	median_household_income	40859
30099	Montana	Teton	median_household_income	39479
30101	Montana	Toole	median_household_income	38983
30103	Montana	Treasure	median_household_income	42837
30105	Montana	Valley	median_household_income	46566
30107	Montana	Wheatland	median_household_income	28086
30109	Montana	Wibaux	median_household_income	38722
30111	Montana	Yellowstone	median_household_income	47346
31001	Nebraska	Adams	median_household_income	46321
31003	Nebraska	Antelope	median_household_income	44394
31005	Nebraska	Arthur	median_household_income	37578
31007	Nebraska	Banner	median_household_income	29383
31009	Nebraska	Blaine	median_household_income	35133
31011	Nebraska	Boone	median_household_income	46354
31013	Nebraska	Box Butte	median_household_income	50430
31015	Nebraska	Boyd	median_household_income	36181
31017	Nebraska	Brown	median_household_income	38011
31019	Nebraska	Buffalo	median_household_income	50346
31021	Nebraska	Burt	median_household_income	46434
31023	Nebraska	Butler	median_household_income	53928
31025	Nebraska	Cass	median_household_income	60091
31027	Nebraska	Cedar	median_household_income	48085
31029	Nebraska	Chase	median_household_income	45885
31031	Nebraska	Cherry	median_household_income	39638
31033	Nebraska	Cheyenne	median_household_income	49065
31035	Nebraska	Clay	median_household_income	47339
31037	Nebraska	Colfax	median_household_income	45936
31039	Nebraska	Cuming	median_household_income	47273
31041	Nebraska	Custer	median_household_income	40928
31043	Nebraska	Dakota	median_household_income	47067
31045	Nebraska	Dawes	median_household_income	38824
31047	Nebraska	Dawson	median_household_income	43224
31049	Nebraska	Deuel	median_household_income	40417
31051	Nebraska	Dixon	median_household_income	46524
31053	Nebraska	Dodge	median_household_income	46246
31055	Nebraska	Douglas	median_household_income	51741
31057	Nebraska	Dundy	median_household_income	40556
31059	Nebraska	Fillmore	median_household_income	48192
31061	Nebraska	Franklin	median_household_income	41551
31063	Nebraska	Frontier	median_household_income	50811
31065	Nebraska	Furnas	median_household_income	39868
31067	Nebraska	Gage	median_household_income	45221
31069	Nebraska	Garden	median_household_income	36486
31071	Nebraska	Garfield	median_household_income	36318
31073	Nebraska	Gosper	median_household_income	48409
31075	Nebraska	Grant	median_household_income	40482
31077	Nebraska	Greeley	median_household_income	37241
31079	Nebraska	Hall	median_household_income	45043
31081	Nebraska	Hamilton	median_household_income	58591
31083	Nebraska	Harlan	median_household_income	44467
31085	Nebraska	Hayes	median_household_income	43321
31087	Nebraska	Hitchcock	median_household_income	39411
31089	Nebraska	Holt	median_household_income	42844
31091	Nebraska	Hooker	median_household_income	38397
31093	Nebraska	Howard	median_household_income	45336
31095	Nebraska	Jefferson	median_household_income	42418
31097	Nebraska	Johnson	median_household_income	43526
31099	Nebraska	Kearney	median_household_income	53129
31101	Nebraska	Keith	median_household_income	40154
31103	Nebraska	Keya Paha	median_household_income	35436
31105	Nebraska	Kimball	median_household_income	40240
31107	Nebraska	Knox	median_household_income	39178
31109	Nebraska	Lancaster	median_household_income	49046
31111	Nebraska	Lincoln	median_household_income	49139
31113	Nebraska	Logan	median_household_income	46820
31115	Nebraska	Loup	median_household_income	37885
31117	Nebraska	McPherson	median_household_income	38097
31119	Nebraska	Madison	median_household_income	46363
31121	Nebraska	Merrick	median_household_income	50714
31123	Nebraska	Morrill	median_household_income	42378
31125	Nebraska	Nance	median_household_income	42629
31127	Nebraska	Nemaha	median_household_income	44705
31129	Nebraska	Nuckolls	median_household_income	36861
31131	Nebraska	Otoe	median_household_income	48509
31133	Nebraska	Pawnee	median_household_income	37006
31135	Nebraska	Perkins	median_household_income	50293
31137	Nebraska	Phelps	median_household_income	51371
31139	Nebraska	Pierce	median_household_income	51019
31141	Nebraska	Platte	median_household_income	51209
31143	Nebraska	Polk	median_household_income	51981
31145	Nebraska	Red Willow	median_household_income	44250
31147	Nebraska	Richardson	median_household_income	37197
31149	Nebraska	Rock	median_household_income	37225
31151	Nebraska	Saline	median_household_income	47635
31153	Nebraska	Sarpy	median_household_income	65801
31155	Nebraska	Saunders	median_household_income	56466
31157	Nebraska	Scotts Bluff	median_household_income	41905
31159	Nebraska	Seward	median_household_income	58898
31161	Nebraska	Sheridan	median_household_income	37695
31163	Nebraska	Sherman	median_household_income	40734
31165	Nebraska	Sioux	median_household_income	38646
31167	Nebraska	Stanton	median_household_income	48448
31169	Nebraska	Thayer	median_household_income	44818
31171	Nebraska	Thomas	median_household_income	41783
31173	Nebraska	Thurston	median_household_income	38786
31175	Nebraska	Valley	median_household_income	40802
31177	Nebraska	Washington	median_household_income	68406
31179	Nebraska	Wayne	median_household_income	46980
31181	Nebraska	Webster	median_household_income	39018
31183	Nebraska	Wheeler	median_household_income	38340
31185	Nebraska	York	median_household_income	47936
32001	Nevada	Churchill	median_household_income	50620
32003	Nevada	Clark	median_household_income	48343
32005	Nevada	Douglas	median_household_income	54640
32007	Nevada	Elko	median_household_income	62937
32009	Nevada	Esmeralda	median_household_income	40536
32011	Nevada	Eureka	median_household_income	58985
32013	Nevada	Humboldt	median_household_income	61680
32015	Nevada	Lander	median_household_income	64392
32017	Nevada	Lincoln	median_household_income	42724
32019	Nevada	Lyon	median_household_income	44877
32021	Nevada	Mineral	median_household_income	39705
32023	Nevada	Nye	median_household_income	41150
32027	Nevada	Pershing	median_household_income	46683
32029	Nevada	Storey	median_household_income	54582
32031	Nevada	Washoe	median_household_income	50910
32033	Nevada	White Pine	median_household_income	52014
32510	Nevada	Carson City	median_household_income	50689
33001	New Hampshire	Belknap	median_household_income	55422
33003	New Hampshire	Carroll	median_household_income	45582
33005	New Hampshire	Cheshire	median_household_income	53111
33007	New Hampshire	Coos	median_household_income	37677
33009	New Hampshire	Grafton	median_household_income	51289
33011	New Hampshire	Hillsborough	median_household_income	66275
33013	New Hampshire	Merrimack	median_household_income	64482
33015	New Hampshire	Rockingham	median_household_income	75285
33017	New Hampshire	Strafford	median_household_income	54783
33019	New Hampshire	Sullivan	median_household_income	47868
34001	New Jersey	Atlantic	median_household_income	49983
34003	New Jersey	Bergen	median_household_income	79037
34005	New Jersey	Burlington	median_household_income	72594
34007	New Jersey	Camden	median_household_income	57261
34009	New Jersey	Cape May	median_household_income	52312
34011	New Jersey	Cumberland	median_household_income	49465
34013	New Jersey	Essex	median_household_income	51021
34015	New Jersey	Gloucester	median_household_income	70618
34017	New Jersey	Hudson	median_household_income	55133
34019	New Jersey	Hunterdon	median_household_income	99216
34021	New Jersey	Mercer	median_household_income	71926
34023	New Jersey	Middlesex	median_household_income	73914
34025	New Jersey	Monmouth	median_household_income	79062
34027	New Jersey	Morris	median_household_income	91420
34029	New Jersey	Ocean	median_household_income	56851
34031	New Jersey	Passaic	median_household_income	52243
34033	New Jersey	Salem	median_household_income	53890
34035	New Jersey	Somerset	median_household_income	95915
34037	New Jersey	Sussex	median_household_income	82987
34039	New Jersey	Union	median_household_income	65178
34041	New Jersey	Warren	median_household_income	66857
35001	New Mexico	Bernalillo	median_household_income	44224
35003	New Mexico	Catron	median_household_income	37277
35005	New Mexico	Chaves	median_household_income	35894
35006	New Mexico	Cibola	median_household_income	33345
35007	New Mexico	Colfax	median_household_income	33988
35009	New Mexico	Curry	median_household_income	38423
35011	New Mexico	De Baca	median_household_income	30017
35013	New Mexico	Dona Ana	median_household_income	36136
35015	New Mexico	Eddy	median_household_income	46212
35017	New Mexico	Grant	median_household_income	34686
35019	New Mexico	Guadalupe	median_household_income	29187
35021	New Mexico	Harding	median_household_income	32983
35023	New Mexico	Hidalgo	median_household_income	30978
35025	New Mexico	Lea	median_household_income	46176
35027	New Mexico	Lincoln	median_household_income	40096
35028	New Mexico	Los Alamos	median_household_income	110204
35029	New Mexico	Luna	median_household_income	27566
35031	New Mexico	McKinley	median_household_income	29320
35033	New Mexico	Mora	median_household_income	28911
35035	New Mexico	Otero	median_household_income	35894
35037	New Mexico	Quay	median_household_income	29895
35039	New Mexico	Rio Arriba	median_household_income	37101
35041	New Mexico	Roosevelt	median_household_income	34055
35043	New Mexico	Sandoval	median_household_income	53948
35045	New Mexico	San Juan	median_household_income	46370
35047	New Mexico	San Miguel	median_household_income	31983
35049	New Mexico	Santa Fe	median_household_income	50234
35051	New Mexico	Sierra	median_household_income	28544
35053	New Mexico	Socorro	median_household_income	31371
35055	New Mexico	Taos	median_household_income	32521
35057	New Mexico	Torrance	median_household_income	33193
35059	New Mexico	Union	median_household_income	33206
35061	New Mexico	Valencia	median_household_income	41983
36001	New York	Albany	median_household_income	56602
36003	New York	Allegany	median_household_income	39900
36005	New York	Bronx	median_household_income	32137
36007	New York	Broome	median_household_income	43756
36009	New York	Cattaraugus	median_household_income	39368
36011	New York	Cayuga	median_household_income	47875
36013	New York	Chautauqua	median_household_income	40782
36015	New York	Chemung	median_household_income	47994
36017	New York	Chenango	median_household_income	40693
36019	New York	Clinton	median_household_income	49025
36021	New York	Columbia	median_household_income	53500
36023	New York	Cortland	median_household_income	44397
36025	New York	Delaware	median_household_income	38208
36027	New York	Dutchess	median_household_income	67153
36029	New York	Erie	median_household_income	47505
36031	New York	Essex	median_household_income	45668
36033	New York	Franklin	median_household_income	40092
36035	New York	Fulton	median_household_income	46976
36037	New York	Genesee	median_household_income	45955
36039	New York	Greene	median_household_income	45127
36041	New York	Hamilton	median_household_income	43104
36043	New York	Herkimer	median_household_income	40504
36045	New York	Jefferson	median_household_income	45292
36047	New York	Kings	median_household_income	42437
36049	New York	Lewis	median_household_income	44097
36051	New York	Livingston	median_household_income	50186
36053	New York	Madison	median_household_income	49326
36055	New York	Monroe	median_household_income	50247
36057	New York	Montgomery	median_household_income	40160
36059	New York	Nassau	median_household_income	91162
36061	New York	New York	median_household_income	65833
36063	New York	Niagara	median_household_income	45291
36065	New York	Oneida	median_household_income	45957
36067	New York	Onondaga	median_household_income	53394
36069	New York	Ontario	median_household_income	52367
36071	New York	Orange	median_household_income	65648
36073	New York	Orleans	median_household_income	43870
36075	New York	Oswego	median_household_income	43687
36077	New York	Otsego	median_household_income	43563
36079	New York	Putnam	median_household_income	87248
36081	New York	Queens	median_household_income	53124
36083	New York	Rensselaer	median_household_income	57059
36085	New York	Richmond	median_household_income	69436
36087	New York	Rockland	median_household_income	80765
36089	New York	St. Lawrence	median_household_income	42609
36091	New York	Saratoga	median_household_income	64298
36093	New York	Schenectady	median_household_income	52283
36095	New York	Schoharie	median_household_income	49610
36097	New York	Schuyler	median_household_income	45986
36099	New York	Seneca	median_household_income	45951
36101	New York	Steuben	median_household_income	43834
36103	New York	Suffolk	median_household_income	83360
36105	New York	Sullivan	median_household_income	46161
36107	New York	Tioga	median_household_income	51675
