FIPS	State	County	Variable	totalpopacs0711
01000	AL	Alabama	totalpopacs0711	4747424
01001	AL	Autauga	totalpopacs0711	53944
01003	AL	Baldwin	totalpopacs0711	179523
01005	AL	Barbour	totalpopacs0711	27546
01007	AL	Bibb	totalpopacs0711	22746
01009	AL	Blount	totalpopacs0711	57140
01011	AL	Bullock	totalpopacs0711	10877
01013	AL	Butler	totalpopacs0711	20860
01015	AL	Calhoun	totalpopacs0711	117614
01017	AL	Chambers	totalpopacs0711	34375
01019	AL	Cherokee	totalpopacs0711	25819
01021	AL	Chilton	totalpopacs0711	43444
01023	AL	Choctaw	totalpopacs0711	13953
01025	AL	Clarke	totalpopacs0711	26046
01027	AL	Clay	totalpopacs0711	14010
01029	AL	Cleburne	totalpopacs0711	14881
01031	AL	Coffee	totalpopacs0711	49221
01033	AL	Colbert	totalpopacs0711	54478
01035	AL	Conecuh	totalpopacs0711	13286
01037	AL	Coosa	totalpopacs0711	11303
01039	AL	Covington	totalpopacs0711	37736
01041	AL	Crenshaw	totalpopacs0711	13938
01043	AL	Cullman	totalpopacs0711	80246
01045	AL	Dale	totalpopacs0711	49920
01047	AL	Dallas	totalpopacs0711	43868
01049	AL	DeKalb	totalpopacs0711	70608
01051	AL	Elmore	totalpopacs0711	78641
01053	AL	Escambia	totalpopacs0711	38081
01055	AL	Etowah	totalpopacs0711	104216
01057	AL	Fayette	totalpopacs0711	17361
01059	AL	Franklin	totalpopacs0711	31532
01061	AL	Geneva	totalpopacs0711	26646
01063	AL	Greene	totalpopacs0711	9170
01065	AL	Hale	totalpopacs0711	15972
01067	AL	Henry	totalpopacs0711	17240
01069	AL	Houston	totalpopacs0711	100310
01071	AL	Jackson	totalpopacs0711	53357
01073	AL	Jefferson	totalpopacs0711	657486
01075	AL	Lamar	totalpopacs0711	14644
01077	AL	Lauderdale	totalpopacs0711	92269
01079	AL	Lawrence	totalpopacs0711	34250
01081	AL	Lee	totalpopacs0711	137855
01083	AL	Limestone	totalpopacs0711	80966
01085	AL	Lowndes	totalpopacs0711	11538
01087	AL	Macon	totalpopacs0711	21489
01089	AL	Madison	totalpopacs0711	329299
01091	AL	Marengo	totalpopacs0711	21130
01093	AL	Marion	totalpopacs0711	30771
01095	AL	Marshall	totalpopacs0711	92052
01097	AL	Mobile	totalpopacs0711	410520
01099	AL	Monroe	totalpopacs0711	23159
01101	AL	Montgomery	totalpopacs0711	228939
01103	AL	Morgan	totalpopacs0711	118521
01105	AL	Perry	totalpopacs0711	10620
01107	AL	Pickens	totalpopacs0711	19765
01109	AL	Pike	totalpopacs0711	32471
01111	AL	Randolph	totalpopacs0711	22838
01113	AL	Russell	totalpopacs0711	52490
01115	AL	St. Clair	totalpopacs0711	82363
01117	AL	Shelby	totalpopacs0711	191705
01119	AL	Sumter	totalpopacs0711	13758
01121	AL	Talladega	totalpopacs0711	82265
01123	AL	Tallapoosa	totalpopacs0711	41614
01125	AL	Tuscaloosa	totalpopacs0711	191489
01127	AL	Walker	totalpopacs0711	67308
01129	AL	Washington	totalpopacs0711	17487
01131	AL	Wilcox	totalpopacs0711	11862
01133	AL	Winston	totalpopacs0711	24593
02000	AK	Alaska	totalpopacs0711	700703
02013	AK	Aleutians East	totalpopacs0711	3084
02016	AK	Aleutians West	totalpopacs0711	5488
02020	AK	Anchorage	totalpopacs0711	287390
02050	AK	Bethel	totalpopacs0711	16973
02060	AK	Bristol Bay	totalpopacs0711	1035
02068	AK	Denali	totalpopacs0711	1770
02070	AK	Dillingham	totalpopacs0711	4845
02090	AK	Fairbanks North Star	totalpopacs0711	96161
02100	AK	Haines	totalpopacs0711	2519
02105	AK	Hoonah-Angoon	totalpopacs0711	2029
02110	AK	Juneau 	totalpopacs0711	31244
02122	AK	Kenai Peninsula	totalpopacs0711	54718
02130	AK	Ketchikan Gateway	totalpopacs0711	13417
02150	AK	Kodiak Island	totalpopacs0711	13488
02164	AK	Lake and Peninsula	totalpopacs0711	1540
02170	AK	Matanuska-Susitna	totalpopacs0711	86817
02180	AK	Nome	totalpopacs0711	9443
02185	AK	North Slope	totalpopacs0711	9088
02188	AK	Northwest Arctic	totalpopacs0711	7532
02195	AK	Petersburg	totalpopacs0711	3831
02198	AK	Prince of Wales-Hyder	totalpopacs0711	5541
02220	AK	Sitka 	totalpopacs0711	8879
02230	AK	Skagway	totalpopacs0711	1105
02240	AK	Southeast Fairbanks	totalpopacs0711	7000
02261	AK	Valdez-Cordova	totalpopacs0711	9596
02270	AK	Wade Hampton	totalpopacs0711	7473
02275	AK	Wrangell 	totalpopacs0711	2353
02282	AK	Yakutat 	totalpopacs0711	731
02290	AK	Yukon-Koyukuk	totalpopacs0711	5613
04000	AZ	Arizona	totalpopacs0711	6337373
04001	AZ	Apache	totalpopacs0711	70906
04003	AZ	Cochise	totalpopacs0711	130464
04005	AZ	Coconino	totalpopacs0711	132978
04007	AZ	Gila	totalpopacs0711	53380
04009	AZ	Graham	totalpopacs0711	36720
04011	AZ	Greenlee	totalpopacs0711	8472
04012	AZ	La Paz	totalpopacs0711	20521
04013	AZ	Maricopa	totalpopacs0711	3798374
04015	AZ	Mohave	totalpopacs0711	200690
04017	AZ	Navajo	totalpopacs0711	107418
04019	AZ	Pima	totalpopacs0711	974181
04021	AZ	Pinal	totalpopacs0711	351709
04023	AZ	Santa Cruz	totalpopacs0711	46727
04025	AZ	Yavapai	totalpopacs0711	210838
04027	AZ	Yuma	totalpopacs0711	193995
05000	AR	Arkansas	totalpopacs0711	2895928
05001	AR	Arkansas	totalpopacs0711	19146
05003	AR	Ashley	totalpopacs0711	21966
05005	AR	Baxter	totalpopacs0711	41527
05007	AR	Benton	totalpopacs0711	216314
05009	AR	Boone	totalpopacs0711	36908
05011	AR	Bradley	totalpopacs0711	11580
05013	AR	Calhoun	totalpopacs0711	5417
05015	AR	Carroll	totalpopacs0711	27145
05017	AR	Chicot	totalpopacs0711	11947
05019	AR	Clark	totalpopacs0711	23066
05021	AR	Clay	totalpopacs0711	16136
05023	AR	Cleburne	totalpopacs0711	25788
05025	AR	Cleveland	totalpopacs0711	8738
05027	AR	Columbia	totalpopacs0711	24607
05029	AR	Conway	totalpopacs0711	21164
05031	AR	Craighead	totalpopacs0711	95034
05033	AR	Crawford	totalpopacs0711	61336
05035	AR	Crittenden	totalpopacs0711	50701
05037	AR	Cross	totalpopacs0711	17992
05039	AR	Dallas	totalpopacs0711	8200
05041	AR	Desha	totalpopacs0711	13131
05043	AR	Drew	totalpopacs0711	18499
05045	AR	Faulkner	totalpopacs0711	111058
05047	AR	Franklin	totalpopacs0711	18157
05049	AR	Fulton	totalpopacs0711	12301
05051	AR	Garland	totalpopacs0711	95914
05053	AR	Grant	totalpopacs0711	17767
05055	AR	Greene	totalpopacs0711	41764
05057	AR	Hempstead	totalpopacs0711	22658
05059	AR	Hot Spring	totalpopacs0711	32797
05061	AR	Howard	totalpopacs0711	13786
05063	AR	Independence	totalpopacs0711	36279
05065	AR	Izard	totalpopacs0711	13600
05067	AR	Jackson	totalpopacs0711	17969
05069	AR	Jefferson	totalpopacs0711	77693
05071	AR	Johnson	totalpopacs0711	25408
05073	AR	Lafayette	totalpopacs0711	7691
05075	AR	Lawrence	totalpopacs0711	17336
05077	AR	Lee	totalpopacs0711	10563
05079	AR	Lincoln	totalpopacs0711	14141
05081	AR	Little River	totalpopacs0711	13113
05083	AR	Logan	totalpopacs0711	22502
05085	AR	Lonoke	totalpopacs0711	67189
05087	AR	Madison	totalpopacs0711	15626
05089	AR	Marion	totalpopacs0711	16744
05091	AR	Miller	totalpopacs0711	43266
05093	AR	Mississippi	totalpopacs0711	46608
05095	AR	Monroe	totalpopacs0711	8322
05097	AR	Montgomery	totalpopacs0711	9492
05099	AR	Nevada	totalpopacs0711	9078
05101	AR	Newton	totalpopacs0711	8353
05103	AR	Ouachita	totalpopacs0711	26137
05105	AR	Perry	totalpopacs0711	10450
05107	AR	Phillips	totalpopacs0711	22055
05109	AR	Pike	totalpopacs0711	11288
05111	AR	Poinsett	totalpopacs0711	24622
05113	AR	Polk	totalpopacs0711	20524
05115	AR	Pope	totalpopacs0711	61166
05117	AR	Prairie	totalpopacs0711	8768
05119	AR	Pulaski	totalpopacs0711	379981
05121	AR	Randolph	totalpopacs0711	18015
05123	AR	St. Francis	totalpopacs0711	28195
05125	AR	Saline	totalpopacs0711	105033
05127	AR	Scott	totalpopacs0711	11232
05129	AR	Searcy	totalpopacs0711	8192
05131	AR	Sebastian	totalpopacs0711	124961
05133	AR	Sevier	totalpopacs0711	16841
05135	AR	Sharp	totalpopacs0711	17386
05137	AR	Stone	totalpopacs0711	12395
05139	AR	Union	totalpopacs0711	41879
05141	AR	Van Buren	totalpopacs0711	17255
05143	AR	Washington	totalpopacs0711	200621
05145	AR	White	totalpopacs0711	76041
05147	AR	Woodruff	totalpopacs0711	7379
05149	AR	Yell	totalpopacs0711	21995
06000	CA	California	totalpopacs0711	36969200
06001	CA	Alameda	totalpopacs0711	1494876
06003	CA	Alpine	totalpopacs0711	1167
06005	CA	Amador	totalpopacs0711	38244
06007	CA	Butte	totalpopacs0711	219309
06009	CA	Calaveras	totalpopacs0711	45794
06011	CA	Colusa	totalpopacs0711	21297
06013	CA	Contra Costa	totalpopacs0711	1037817
06015	CA	Del Norte	totalpopacs0711	28561
06017	CA	El Dorado	totalpopacs0711	179878
06019	CA	Fresno	totalpopacs0711	920623
06021	CA	Glenn	totalpopacs0711	28027
06023	CA	Humboldt	totalpopacs0711	133585
06025	CA	Imperial	totalpopacs0711	171343
06027	CA	Inyo	totalpopacs0711	18457
06029	CA	Kern	totalpopacs0711	829254
06031	CA	Kings	totalpopacs0711	152335
06033	CA	Lake	totalpopacs0711	64392
06035	CA	Lassen	totalpopacs0711	35001
06037	CA	Los Angeles	totalpopacs0711	9787747
06039	CA	Madera	totalpopacs0711	149611
06041	CA	Marin	totalpopacs0711	250666
06043	CA	Mariposa	totalpopacs0711	18290
06045	CA	Mendocino	totalpopacs0711	87525
06047	CA	Merced	totalpopacs0711	253606
06049	CA	Modoc	totalpopacs0711	9587
06051	CA	Mono	totalpopacs0711	14016
06053	CA	Monterey	totalpopacs0711	411385
06055	CA	Napa	totalpopacs0711	135377
06057	CA	Nevada	totalpopacs0711	98392
06059	CA	Orange	totalpopacs0711	2989948
06061	CA	Placer	totalpopacs0711	343554
06063	CA	Plumas	totalpopacs0711	20192
06065	CA	Riverside	totalpopacs0711	2154844
06067	CA	Sacramento	totalpopacs0711	1408480
06069	CA	San Benito	totalpopacs0711	54873
06071	CA	San Bernardino	totalpopacs0711	2023452
06073	CA	San Diego	totalpopacs0711	3060849
06075	CA	San Francisco	totalpopacs0711	797983
06077	CA	San Joaquin	totalpopacs0711	680277
06079	CA	San Luis Obispo	totalpopacs0711	267871
06081	CA	San Mateo	totalpopacs0711	711622
06083	CA	Santa Barbara	totalpopacs0711	419793
06085	CA	Santa Clara	totalpopacs0711	1762754
06087	CA	Santa Cruz	totalpopacs0711	259402
06089	CA	Shasta	totalpopacs0711	177231
06091	CA	Sierra	totalpopacs0711	3277
06093	CA	Siskiyou	totalpopacs0711	44687
06095	CA	Solano	totalpopacs0711	411620
06097	CA	Sonoma	totalpopacs0711	478551
06099	CA	Stanislaus	totalpopacs0711	512469
06101	CA	Sutter	totalpopacs0711	94192
06103	CA	Tehama	totalpopacs0711	62985
06105	CA	Trinity	totalpopacs0711	13711
06107	CA	Tulare	totalpopacs0711	436234
06109	CA	Tuolumne	totalpopacs0711	55736
06111	CA	Ventura	totalpopacs0711	815745
06113	CA	Yolo	totalpopacs0711	198889
06115	CA	Yuba	totalpopacs0711	71817
08000	CO	Colorado	totalpopacs0711	4966061
08001	CO	Adams	totalpopacs0711	434295
08003	CO	Alamosa	totalpopacs0711	15395
08005	CO	Arapahoe	totalpopacs0711	563508
08007	CO	Archuleta	totalpopacs0711	12152
08009	CO	Baca	totalpopacs0711	3807
08011	CO	Bent	totalpopacs0711	6164
08013	CO	Boulder	totalpopacs0711	293205
08014	CO	Broomfield	totalpopacs0711	54592
08015	CO	Chaffee	totalpopacs0711	17707
08017	CO	Cheyenne	totalpopacs0711	2247
08019	CO	Clear Creek	totalpopacs0711	9083
08021	CO	Conejos	totalpopacs0711	8228
08023	CO	Costilla	totalpopacs0711	3556
08025	CO	Crowley	totalpopacs0711	5866
08027	CO	Custer	totalpopacs0711	3853
08029	CO	Delta	totalpopacs0711	30666
08031	CO	Denver	totalpopacs0711	590507
08033	CO	Dolores	totalpopacs0711	2043
08035	CO	Douglas	totalpopacs0711	280643
08037	CO	Eagle	totalpopacs0711	51457
08039	CO	Elbert	totalpopacs0711	22859
08041	CO	El Paso	totalpopacs0711	611377
08043	CO	Fremont	totalpopacs0711	47040
08045	CO	Garfield	totalpopacs0711	55696
08047	CO	Gilpin	totalpopacs0711	5241
08049	CO	Grand	totalpopacs0711	14634
08051	CO	Gunnison	totalpopacs0711	15274
08053	CO	Hinsdale	totalpopacs0711	731
08055	CO	Huerfano	totalpopacs0711	6829
08057	CO	Jackson	totalpopacs0711	1494
08059	CO	Jefferson	totalpopacs0711	532243
08061	CO	Kiowa	totalpopacs0711	1728
08063	CO	Kit Carson	totalpopacs0711	8178
08065	CO	Lake	totalpopacs0711	7010
08067	CO	La Plata	totalpopacs0711	50820
08069	CO	Larimer	totalpopacs0711	296107
08071	CO	Las Animas	totalpopacs0711	15549
08073	CO	Lincoln	totalpopacs0711	5462
08075	CO	Logan	totalpopacs0711	22417
08077	CO	Mesa	totalpopacs0711	144766
08079	CO	Mineral	totalpopacs0711	723
08081	CO	Moffat	totalpopacs0711	13586
08083	CO	Montezuma	totalpopacs0711	25372
08085	CO	Montrose	totalpopacs0711	40812
08087	CO	Morgan	totalpopacs0711	27943
08089	CO	Otero	totalpopacs0711	18795
08091	CO	Ouray	totalpopacs0711	4371
08093	CO	Park	totalpopacs0711	16259
08095	CO	Phillips	totalpopacs0711	4391
08097	CO	Pitkin	totalpopacs0711	16709
08099	CO	Prowers	totalpopacs0711	12615
08101	CO	Pueblo	totalpopacs0711	157946
08103	CO	Rio Blanco	totalpopacs0711	6616
08105	CO	Rio Grande	totalpopacs0711	11913
08107	CO	Routt	totalpopacs0711	23201
08109	CO	Saguache	totalpopacs0711	6165
08111	CO	San Juan	totalpopacs0711	801
08113	CO	San Miguel	totalpopacs0711	7383
08115	CO	Sedgwick	totalpopacs0711	2390
08117	CO	Summit	totalpopacs0711	27496
08119	CO	Teller	totalpopacs0711	23035
08121	CO	Washington	totalpopacs0711	4709
08123	CO	Weld	totalpopacs0711	248441
08125	CO	Yuma	totalpopacs0711	9960
09000	CT	Connecticut	totalpopacs0711	3558172
09001	CT	Fairfield	totalpopacs0711	911196
09003	CT	Hartford	totalpopacs0711	890588
09005	CT	Litchfield	totalpopacs0711	189719
09007	CT	Middlesex	totalpopacs0711	165274
09009	CT	New Haven	totalpopacs0711	858759
09011	CT	New London	totalpopacs0711	272891
09013	CT	Tolland	totalpopacs0711	151774
09015	CT	Windham	totalpopacs0711	117971
10000	DE	Delaware	totalpopacs0711	890856
10001	DE	Kent	totalpopacs0711	159936
10003	DE	New Castle	totalpopacs0711	536478
10005	DE	Sussex	totalpopacs0711	194442
11000	DC	District of Columbia	totalpopacs0711	593955
11001	DC	District of Columbia	totalpopacs0711	593955
12000	FL	Florida	totalpopacs0711	18688787
12001	FL	Alachua	totalpopacs0711	246203
12003	FL	Baker	totalpopacs0711	26863
12005	FL	Bay	totalpopacs0711	167645
12007	FL	Bradford	totalpopacs0711	28701
12009	FL	Brevard	totalpopacs0711	542320
12011	FL	Broward	totalpopacs0711	1742012
12013	FL	Calhoun	totalpopacs0711	14530
12015	FL	Charlotte	totalpopacs0711	160095
12017	FL	Citrus	totalpopacs0711	141157
12019	FL	Clay	totalpopacs0711	188890
12021	FL	Collier	totalpopacs0711	320087
12023	FL	Columbia	totalpopacs0711	67287
12027	FL	DeSoto	totalpopacs0711	34669
12029	FL	Dixie	totalpopacs0711	16317
12031	FL	Duval	totalpopacs0711	860479
12033	FL	Escambia	totalpopacs0711	297668
12035	FL	Flagler	totalpopacs0711	94431
12037	FL	Franklin	totalpopacs0711	11531
12039	FL	Gadsden	totalpopacs0711	46205
12041	FL	Gilchrist	totalpopacs0711	16843
12043	FL	Glades	totalpopacs0711	12684
12045	FL	Gulf	totalpopacs0711	15878
12047	FL	Hamilton	totalpopacs0711	14742
12049	FL	Hardee	totalpopacs0711	27690
12051	FL	Hendry	totalpopacs0711	39084
12053	FL	Hernando	totalpopacs0711	172079
12055	FL	Highlands	totalpopacs0711	98985
12057	FL	Hillsborough	totalpopacs0711	1219331
12059	FL	Holmes	totalpopacs0711	20003
12061	FL	Indian River	totalpopacs0711	137004
12063	FL	Jackson	totalpopacs0711	49537
12065	FL	Jefferson	totalpopacs0711	14622
12067	FL	Lafayette	totalpopacs0711	8627
12069	FL	Lake	totalpopacs0711	295594
12071	FL	Lee	totalpopacs0711	615955
12073	FL	Leon	totalpopacs0711	273352
12075	FL	Levy	totalpopacs0711	40556
12077	FL	Liberty	totalpopacs0711	8291
12079	FL	Madison	totalpopacs0711	19269
12081	FL	Manatee	totalpopacs0711	321296
12083	FL	Marion	totalpopacs0711	330100
12085	FL	Martin	totalpopacs0711	145480
12086	FL	Miami-Dade	totalpopacs0711	2474676
12087	FL	Monroe	totalpopacs0711	73068
12089	FL	Nassau	totalpopacs0711	72379
12091	FL	Okaloosa	totalpopacs0711	181973
12093	FL	Okeechobee	totalpopacs0711	39978
12095	FL	Orange	totalpopacs0711	1133087
12097	FL	Osceola	totalpopacs0711	265328
12099	FL	Palm Beach	totalpopacs0711	1309401
12101	FL	Pasco	totalpopacs0711	461898
12103	FL	Pinellas	totalpopacs0711	916806
12105	FL	Polk	totalpopacs0711	598376
12107	FL	Putnam	totalpopacs0711	74595
12109	FL	St. Johns	totalpopacs0711	186077
12111	FL	St. Lucie	totalpopacs0711	274693
12113	FL	Santa Rosa	totalpopacs0711	150073
12115	FL	Sarasota	totalpopacs0711	378404
12117	FL	Seminole	totalpopacs0711	419641
12119	FL	Sumter	totalpopacs0711	90251
12121	FL	Suwannee	totalpopacs0711	41171
12123	FL	Taylor	totalpopacs0711	22382
12125	FL	Union	totalpopacs0711	15484
12127	FL	Volusia	totalpopacs0711	496089
12129	FL	Wakulla	totalpopacs0711	30013
12131	FL	Walton	totalpopacs0711	54309
12133	FL	Washington	totalpopacs0711	24543
13000	GA	Georgia	totalpopacs0711	9600612
13001	GA	Appling	totalpopacs0711	18202
13003	GA	Atkinson	totalpopacs0711	8375
13005	GA	Bacon	totalpopacs0711	11075
13007	GA	Baker	totalpopacs0711	3494
13009	GA	Baldwin	totalpopacs0711	46345
13011	GA	Banks	totalpopacs0711	18074
13013	GA	Barrow	totalpopacs0711	68061
13015	GA	Bartow	totalpopacs0711	98905
13017	GA	Ben Hill	totalpopacs0711	17658
13019	GA	Berrien	totalpopacs0711	18977
13021	GA	Bibb	totalpopacs0711	155186
13023	GA	Bleckley	totalpopacs0711	13095
13025	GA	Brantley	totalpopacs0711	17937
13027	GA	Brooks	totalpopacs0711	16256
13029	GA	Bryan	totalpopacs0711	29847
13031	GA	Bulloch	totalpopacs0711	69008
13033	GA	Burke	totalpopacs0711	23211
13035	GA	Butts	totalpopacs0711	23568
13037	GA	Calhoun	totalpopacs0711	6568
13039	GA	Camden	totalpopacs0711	49957
13043	GA	Candler	totalpopacs0711	10891
13045	GA	Carroll	totalpopacs0711	110292
13047	GA	Catoosa	totalpopacs0711	63643
13049	GA	Charlton	totalpopacs0711	12714
13051	GA	Chatham	totalpopacs0711	261322
13053	GA	Chattahoochee	totalpopacs0711	11686
13055	GA	Chattooga	totalpopacs0711	26001
13057	GA	Cherokee	totalpopacs0711	211316
13059	GA	Clarke	totalpopacs0711	116131
13061	GA	Clay	totalpopacs0711	3194
13063	GA	Clayton	totalpopacs0711	260756
13065	GA	Clinch	totalpopacs0711	6830
13067	GA	Cobb	totalpopacs0711	684468
13069	GA	Coffee	totalpopacs0711	42143
13071	GA	Colquitt	totalpopacs0711	45079
13073	GA	Columbia	totalpopacs0711	121335
13075	GA	Cook	totalpopacs0711	17081
13077	GA	Coweta	totalpopacs0711	124695
13079	GA	Crawford	totalpopacs0711	12751
13081	GA	Crisp	totalpopacs0711	23379
13083	GA	Dade	totalpopacs0711	16628
13085	GA	Dawson	totalpopacs0711	22121
13087	GA	Decatur	totalpopacs0711	27890
13089	GA	DeKalb	totalpopacs0711	690003
13091	GA	Dodge	totalpopacs0711	21597
13093	GA	Dooly	totalpopacs0711	14454
13095	GA	Dougherty	totalpopacs0711	94616
13097	GA	Douglas	totalpopacs0711	130473
13099	GA	Early	totalpopacs0711	11110
13101	GA	Echols	totalpopacs0711	4016
13103	GA	Effingham	totalpopacs0711	51476
13105	GA	Elbert	totalpopacs0711	20274
13107	GA	Emanuel	totalpopacs0711	22439
13109	GA	Evans	totalpopacs0711	11002
13111	GA	Fannin	totalpopacs0711	23529
13113	GA	Fayette	totalpopacs0711	106094
13115	GA	Floyd	totalpopacs0711	95978
13117	GA	Forsyth	totalpopacs0711	170815
13119	GA	Franklin	totalpopacs0711	22102
13121	GA	Fulton	totalpopacs0711	907811
13123	GA	Gilmer	totalpopacs0711	28208
13125	GA	Glascock	totalpopacs0711	3046
13127	GA	Glynn	totalpopacs0711	78736
13129	GA	Gordon	totalpopacs0711	54747
13131	GA	Grady	totalpopacs0711	24916
13133	GA	Greene	totalpopacs0711	15933
13135	GA	Gwinnett	totalpopacs0711	794872
13137	GA	Habersham	totalpopacs0711	42744
13139	GA	Hall	totalpopacs0711	178286
13141	GA	Hancock	totalpopacs0711	9615
13143	GA	Haralson	totalpopacs0711	28681
13145	GA	Harris	totalpopacs0711	31401
13147	GA	Hart	totalpopacs0711	25130
13149	GA	Heard	totalpopacs0711	11758
13151	GA	Henry	totalpopacs0711	199115
13153	GA	Houston	totalpopacs0711	137887
13155	GA	Irwin	totalpopacs0711	9625
13157	GA	Jackson	totalpopacs0711	59798
13159	GA	Jasper	totalpopacs0711	13800
13161	GA	Jeff Davis	totalpopacs0711	14783
13163	GA	Jefferson	totalpopacs0711	16877
13165	GA	Jenkins	totalpopacs0711	8322
13167	GA	Johnson	totalpopacs0711	10034
13169	GA	Jones	totalpopacs0711	28488
13171	GA	Lamar	totalpopacs0711	18035
13173	GA	Lanier	totalpopacs0711	9779
13175	GA	Laurens	totalpopacs0711	48163
13177	GA	Lee	totalpopacs0711	28251
13179	GA	Liberty	totalpopacs0711	64320
13181	GA	Lincoln	totalpopacs0711	8045
13183	GA	Long	totalpopacs0711	13738
13185	GA	Lowndes	totalpopacs0711	107172
13187	GA	Lumpkin	totalpopacs0711	29419
13189	GA	McDuffie	totalpopacs0711	21739
13191	GA	McIntosh	totalpopacs0711	14065
13193	GA	Macon	totalpopacs0711	14560
13195	GA	Madison	totalpopacs0711	27915
13197	GA	Marion	totalpopacs0711	8536
13199	GA	Meriwether	totalpopacs0711	22213
13201	GA	Miller	totalpopacs0711	6140
13205	GA	Mitchell	totalpopacs0711	23677
13207	GA	Monroe	totalpopacs0711	26203
13209	GA	Montgomery	totalpopacs0711	9121
13211	GA	Morgan	totalpopacs0711	17876
13213	GA	Murray	totalpopacs0711	39800
13215	GA	Muscogee	totalpopacs0711	188548
13217	GA	Newton	totalpopacs0711	98864
13219	GA	Oconee	totalpopacs0711	32246
13221	GA	Oglethorpe	totalpopacs0711	14686
13223	GA	Paulding	totalpopacs0711	139067
13225	GA	Peach	totalpopacs0711	27349
13227	GA	Pickens	totalpopacs0711	29406
13229	GA	Pierce	totalpopacs0711	18457
13231	GA	Pike	totalpopacs0711	17646
13233	GA	Polk	totalpopacs0711	41233
13235	GA	Pulaski	totalpopacs0711	11732
13237	GA	Putnam	totalpopacs0711	21128
13239	GA	Quitman	totalpopacs0711	2489
13241	GA	Rabun	totalpopacs0711	16302
13243	GA	Randolph	totalpopacs0711	7678
13245	GA	Richmond	totalpopacs0711	199100
13247	GA	Rockdale	totalpopacs0711	84303
13249	GA	Schley	totalpopacs0711	4885
13251	GA	Screven	totalpopacs0711	14697
13253	GA	Seminole	totalpopacs0711	8784
13255	GA	Spalding	totalpopacs0711	63713
13257	GA	Stephens	totalpopacs0711	25964
13259	GA	Stewart	totalpopacs0711	5887
13261	GA	Sumter	totalpopacs0711	32825
13263	GA	Talbot	totalpopacs0711	6879
13265	GA	Taliaferro	totalpopacs0711	1791
13267	GA	Tattnall	totalpopacs0711	24720
13269	GA	Taylor	totalpopacs0711	8794
13271	GA	Telfair	totalpopacs0711	16177
13273	GA	Terrell	totalpopacs0711	9530
13275	GA	Thomas	totalpopacs0711	44609
13277	GA	Tift	totalpopacs0711	40204
13279	GA	Toombs	totalpopacs0711	27269
13281	GA	Towns	totalpopacs0711	10502
13283	GA	Treutlen	totalpopacs0711	6846
13285	GA	Troup	totalpopacs0711	66422
13287	GA	Turner	totalpopacs0711	8973
13289	GA	Twiggs	totalpopacs0711	9200
13291	GA	Union	totalpopacs0711	21217
13293	GA	Upson	totalpopacs0711	27235
13295	GA	Walker	totalpopacs0711	68370
13297	GA	Walton	totalpopacs0711	83003
13299	GA	Ware	totalpopacs0711	36181
13301	GA	Warren	totalpopacs0711	5873
13303	GA	Washington	totalpopacs0711	21175
13305	GA	Wayne	totalpopacs0711	29988
13307	GA	Webster	totalpopacs0711	2760
13309	GA	Wheeler	totalpopacs0711	7354
13311	GA	White	totalpopacs0711	26840
13313	GA	Whitfield	totalpopacs0711	101234
13315	GA	Wilcox	totalpopacs0711	9131
13317	GA	Wilkes	totalpopacs0711	10485
13319	GA	Wilkinson	totalpopacs0711	9617
13321	GA	Worth	totalpopacs0711	21741
15000	HI	Hawaii	totalpopacs0711	1346554
15001	HI	Hawaii	totalpopacs0711	182997
15003	HI	Honolulu	totalpopacs0711	944287
15005	HI	Kalawao	totalpopacs0711	57
15007	HI	Kauai	totalpopacs0711	66306
15009	HI	Maui	totalpopacs0711	152907
16000	ID	Idaho	totalpopacs0711	1549987
16001	ID	Ada	totalpopacs0711	388174
16003	ID	Adams	totalpopacs0711	3980
16005	ID	Bannock	totalpopacs0711	81730
16007	ID	Bear Lake	totalpopacs0711	6013
16009	ID	Benewah	totalpopacs0711	9293
16011	ID	Bingham	totalpopacs0711	45002
16013	ID	Blaine	totalpopacs0711	21354
16015	ID	Boise	totalpopacs0711	7094
16017	ID	Bonner	totalpopacs0711	40849
16019	ID	Bonneville	totalpopacs0711	102422
16021	ID	Boundary	totalpopacs0711	10845
16023	ID	Butte	totalpopacs0711	2848
16025	ID	Camas	totalpopacs0711	1235
16027	ID	Canyon	totalpopacs0711	186620
16029	ID	Caribou	totalpopacs0711	6893
16031	ID	Cassia	totalpopacs0711	22491
16033	ID	Clark	totalpopacs0711	847
16035	ID	Clearwater	totalpopacs0711	8753
16037	ID	Custer	totalpopacs0711	4313
16039	ID	Elmore	totalpopacs0711	26744
16041	ID	Franklin	totalpopacs0711	12650
16043	ID	Fremont	totalpopacs0711	13133
16045	ID	Gem	totalpopacs0711	16783
16047	ID	Gooding	totalpopacs0711	15285
16049	ID	Idaho	totalpopacs0711	16108
16051	ID	Jefferson	totalpopacs0711	25291
16053	ID	Jerome	totalpopacs0711	21794
16055	ID	Kootenai	totalpopacs0711	137178
16057	ID	Latah	totalpopacs0711	36932
16059	ID	Lemhi	totalpopacs0711	7895
16061	ID	Lewis	totalpopacs0711	3785
16063	ID	Lincoln	totalpopacs0711	5106
16065	ID	Madison	totalpopacs0711	36984
16067	ID	Minidoka	totalpopacs0711	19740
16069	ID	Nez Perce	totalpopacs0711	39088
16071	ID	Oneida	totalpopacs0711	4225
