FIPS	State	County	Variable	population
29089	Missouri	Howard	population	10204
29091	Missouri	Howell	population	40665
29093	Missouri	Iron	population	10656
29095	Missouri	Jackson	population	676360
29097	Missouri	Jasper	population	118435
29099	Missouri	Jefferson	population	219480
29101	Missouri	Johnson	population	53439
29103	Missouri	Knox	population	4126
29105	Missouri	Laclede	population	35636
29107	Missouri	Lafayette	population	33209
29109	Missouri	Lawrence	population	38660
29111	Missouri	Lewis	population	10155
29113	Missouri	Lincoln	population	53076
29115	Missouri	Linn	population	12566
29117	Missouri	Livingston	population	15074
29119	Missouri	McDonald	population	22977
29121	Missouri	Macon	population	15591
29123	Missouri	Madison	population	12195
29125	Missouri	Maries	population	9171
29127	Missouri	Marion	population	28717
29129	Missouri	Mercer	population	3804
29131	Missouri	Miller	population	24770
29133	Missouri	Mississippi	population	14306
29135	Missouri	Moniteau	population	15697
29137	Missouri	Monroe	population	8734
29139	Missouri	Montgomery	population	12270
29141	Missouri	Morgan	population	20502
29143	Missouri	New Madrid	population	18783
29145	Missouri	Newton	population	58414
29147	Missouri	Nodaway	population	23468
29149	Missouri	Oregon	population	11017
29151	Missouri	Osage	population	13915
29153	Missouri	Ozark	population	9595
29155	Missouri	Pemiscot	population	18174
29157	Missouri	Perry	population	19041
29159	Missouri	Pettis	population	42178
29161	Missouri	Phelps	population	45020
29163	Missouri	Pike	population	18572
29165	Missouri	Platte	population	90903
29167	Missouri	Polk	population	31170
29169	Missouri	Pulaski	population	53175
29171	Missouri	Putnam	population	4978
29173	Missouri	Ralls	population	10281
29175	Missouri	Randolph	population	25346
29177	Missouri	Ray	population	23230
29179	Missouri	Reynolds	population	6588
29181	Missouri	Ripley	population	14143
29183	Missouri	St. Charles	population	365151
29185	Missouri	St. Clair	population	9641
29186	Missouri	Ste. Genevieve	population	18124
29187	Missouri	St. Francois	population	65577
29189	Missouri	St. Louis	population	998692
29195	Missouri	Saline	population	23280
29197	Missouri	Schuyler	population	4381
29199	Missouri	Scotland	population	4828
29201	Missouri	Scott	population	39136
29203	Missouri	Shannon	population	8432
29205	Missouri	Shelby	population	6280
29207	Missouri	Stoddard	population	29807
29209	Missouri	Stone	population	32263
29211	Missouri	Sullivan	population	6659
29213	Missouri	Taney	population	52736
29215	Missouri	Texas	population	25936
29217	Missouri	Vernon	population	20963
29219	Missouri	Warren	population	32515
29221	Missouri	Washington	population	25076
29223	Missouri	Wayne	population	13475
29225	Missouri	Webster	population	36439
29227	Missouri	Worth	population	2150
29229	Missouri	Wright	population	18716
29510	Missouri	St. Louis City	population	318069
30001	Montana	Beaverhead	population	9198
30003	Montana	Big Horn	population	13093
30005	Montana	Blaine	population	6565
30007	Montana	Broadwater	population	5752
30009	Montana	Carbon	population	10028
30011	Montana	Carter	population	1152
30013	Montana	Cascade	population	81837
30015	Montana	Chouteau	population	5793
30017	Montana	Custer	population	11752
30019	Montana	Daniels	population	1763
30021	Montana	Dawson	population	8989
30023	Montana	Deer Lodge	population	9299
30025	Montana	Fallon	population	2956
30027	Montana	Fergus	population	11506
30029	Montana	Flathead	population	91301
30031	Montana	Gallatin	population	91377
30033	Montana	Garfield	population	1251
30035	Montana	Glacier	population	13624
30037	Montana	Golden Valley	population	865
30039	Montana	Granite	population	3068
30041	Montana	Hill	population	16397
30043	Montana	Jefferson	population	11381
30045	Montana	Judith Basin	population	2004
30047	Montana	Lake	population	28947
30049	Montana	Lewis and Clark	population	64318
30051	Montana	Liberty	population	2402
30053	Montana	Lincoln	population	19566
30055	Montana	McCone	population	1711
30057	Montana	Madison	population	7660
30059	Montana	Meagher	population	1911
30061	Montana	Mineral	population	4208
30063	Montana	Missoula	population	110138
30065	Montana	Musselshell	population	4701
30067	Montana	Park	population	15469
30069	Montana	Petroleum	population	491
30071	Montana	Phillips	population	4250
30073	Montana	Pondera	population	6257
30075	Montana	Powder River	population	1738
30077	Montana	Powell	population	7063
30079	Montana	Prairie	population	1159
30081	Montana	Ravalli	population	40450
30083	Montana	Richland	population	10128
30085	Montana	Roosevelt	population	10527
30087	Montana	Rosebud	population	9379
30089	Montana	Sanders	population	11440
30091	Montana	Sheridan	population	3460
30093	Montana	Silver Bow	population	34383
30095	Montana	Stillwater	population	9131
30097	Montana	Sweet Grass	population	3623
30099	Montana	Teton	population	6091
30101	Montana	Toole	population	5239
30103	Montana	Treasure	population	727
30105	Montana	Valley	population	7487
30107	Montana	Wheatland	population	2140
30109	Montana	Wibaux	population	985
30111	Montana	Yellowstone	population	150069
31001	Nebraska	Adams	population	31216
31003	Nebraska	Antelope	population	6619
31005	Nebraska	Arthur	population	469
31007	Nebraska	Banner	population	684
31009	Nebraska	Blaine	population	473
31011	Nebraska	Boone	population	5412
31013	Nebraska	Box Butte	population	11383
31015	Nebraska	Boyd	population	2082
31017	Nebraska	Brown	population	3117
31019	Nebraska	Buffalo	population	46690
31021	Nebraska	Burt	population	6802
31023	Nebraska	Butler	population	8287
31025	Nebraska	Cass	population	25188
31027	Nebraska	Cedar	population	8730
31029	Nebraska	Chase	population	4011
31031	Nebraska	Cherry	population	5761
31033	Nebraska	Cheyenne	population	9978
31035	Nebraska	Clay	population	6486
31037	Nebraska	Colfax	population	10614
31039	Nebraska	Cuming	population	9181
31041	Nebraska	Custer	population	10903
31043	Nebraska	Dakota	population	20913
31045	Nebraska	Dawes	population	9196
31047	Nebraska	Dawson	population	24388
31049	Nebraska	Deuel	population	1984
31051	Nebraska	Dixon	population	5989
31053	Nebraska	Dodge	population	36773
31055	Nebraska	Douglas	population	524861
31057	Nebraska	Dundy	population	1976
31059	Nebraska	Fillmore	population	5866
31061	Nebraska	Franklin	population	3207
31063	Nebraska	Frontier	population	2723
31065	Nebraska	Furnas	population	4943
31067	Nebraska	Gage	population	22031
31069	Nebraska	Garden	population	2069
31071	Nebraska	Garfield	population	2032
31073	Nebraska	Gosper	population	2010
31075	Nebraska	Grant	population	630
31077	Nebraska	Greeley	population	2519
31079	Nebraska	Hall	population	59477
31081	Nebraska	Hamilton	population	9069
31083	Nebraska	Harlan	population	3417
31085	Nebraska	Hayes	population	960
31087	Nebraska	Hitchcock	population	2857
31089	Nebraska	Holt	population	10399
31091	Nebraska	Hooker	population	729
31093	Nebraska	Howard	population	6342
31095	Nebraska	Jefferson	population	7519
31097	Nebraska	Johnson	population	5211
31099	Nebraska	Kearney	population	6588
31101	Nebraska	Keith	population	8301
31103	Nebraska	Keya Paha	population	813
31105	Nebraska	Kimball	population	3775
31107	Nebraska	Knox	population	8575
31109	Nebraska	Lancaster	population	289800
31111	Nebraska	Lincoln	population	36142
31113	Nebraska	Logan	population	762
31115	Nebraska	Loup	population	610
31117	Nebraska	McPherson	population	552
31119	Nebraska	Madison	population	34931
31121	Nebraska	Merrick	population	7732
31123	Nebraska	Morrill	population	4998
31125	Nebraska	Nance	population	3740
31127	Nebraska	Nemaha	population	7280
31129	Nebraska	Nuckolls	population	4478
31131	Nebraska	Otoe	population	15798
31133	Nebraska	Pawnee	population	2735
31135	Nebraska	Perkins	population	2955
31137	Nebraska	Phelps	population	9184
31139	Nebraska	Pierce	population	7216
31141	Nebraska	Platte	population	32593
31143	Nebraska	Polk	population	5322
31145	Nebraska	Red Willow	population	11032
31147	Nebraska	Richardson	population	8345
31149	Nebraska	Rock	population	1494
31151	Nebraska	Saline	population	14345
31153	Nebraska	Sarpy	population	162561
31155	Nebraska	Saunders	population	20867
31157	Nebraska	Scotts Bluff	population	37044
31159	Nebraska	Seward	population	16703
31161	Nebraska	Sheridan	population	5392
31163	Nebraska	Sherman	population	3093
31165	Nebraska	Sioux	population	1336
31167	Nebraska	Stanton	population	6155
31169	Nebraska	Thayer	population	5160
31171	Nebraska	Thomas	population	716
31173	Nebraska	Thurston	population	7006
31175	Nebraska	Valley	population	4218
31177	Nebraska	Washington	population	20295
31179	Nebraska	Wayne	population	9504
31181	Nebraska	Webster	population	3775
31183	Nebraska	Wheeler	population	818
31185	Nebraska	York	population	13726
32001	Nevada	Churchill	population	24637
32003	Nevada	Clark	population	1969975
32005	Nevada	Douglas	population	46886
32007	Nevada	Elko	population	49491
32009	Nevada	Esmeralda	population	775
32011	Nevada	Eureka	population	1979
32013	Nevada	Humboldt	population	16735
32015	Nevada	Lander	population	5841
32017	Nevada	Lincoln	population	5311
32019	Nevada	Lyon	population	51871
32021	Nevada	Mineral	population	4593
32023	Nevada	Nye	population	43351
32027	Nevada	Pershing	population	6734
32029	Nevada	Storey	population	3896
32031	Nevada	Washoe	population	425710
32033	Nevada	White Pine	population	10098
32510	Nevada	Carson City	population	55439
33001	New Hampshire	Belknap	population	60223
33003	New Hampshire	Carroll	population	47641
33005	New Hampshire	Cheshire	population	76918
33007	New Hampshire	Coos	population	32688
33009	New Hampshire	Grafton	population	88923
33011	New Hampshire	Hillsborough	population	401696
33013	New Hampshire	Merrimack	population	146579
33015	New Hampshire	Rockingham	population	296207
33017	New Hampshire	Strafford	population	123857
33019	New Hampshire	Sullivan	population	43462
34001	New Jersey	Atlantic	population	274338
34003	New Jersey	Bergen	population	911004
34005	New Jersey	Burlington	population	449576
34007	New Jersey	Camden	population	513241
34009	New Jersey	Cape May	population	96601
34011	New Jersey	Cumberland	population	157095
34013	New Jersey	Essex	population	785137
34015	New Jersey	Gloucester	population	289104
34017	New Jersey	Hudson	population	641224
34019	New Jersey	Hunterdon	population	128038
34021	New Jersey	Mercer	population	367063
34023	New Jersey	Middlesex	population	814217
34025	New Jersey	Monmouth	population	631020
34027	New Jersey	Morris	population	494976
34029	New Jersey	Ocean	population	579369
34031	New Jersey	Passaic	population	502007
34033	New Jersey	Salem	population	65902
34035	New Jersey	Somerset	population	324893
34037	New Jersey	Sussex	population	148517
34039	New Jersey	Union	population	539494
34041	New Jersey	Warren	population	108339
35001	New Mexico	Bernalillo	population	670968
35003	New Mexico	Catron	population	3733
35005	New Mexico	Chaves	population	65890
35006	New Mexico	Cibola	population	27658
35007	New Mexico	Colfax	population	13640
35009	New Mexico	Curry	population	49649
35011	New Mexico	De Baca	population	1945
35013	New Mexico	Dona Ana	population	213598
35015	New Mexico	Eddy	population	54152
35017	New Mexico	Grant	population	29380
35019	New Mexico	Guadalupe	population	4619
35021	New Mexico	Harding	population	704
35023	New Mexico	Hidalgo	population	4861
35025	New Mexico	Lea	population	65423
35027	New Mexico	Lincoln	population	20454
35028	New Mexico	Los Alamos	population	18222
35029	New Mexico	Luna	population	25281
35031	New Mexico	McKinley	population	73664
35033	New Mexico	Mora	population	4773
35035	New Mexico	Otero	population	65703
35037	New Mexico	Quay	population	9026
35039	New Mexico	Rio Arriba	population	40446
35041	New Mexico	Roosevelt	population	20446
35043	New Mexico	Sandoval	population	134259
35045	New Mexico	San Juan	population	128200
35047	New Mexico	San Miguel	population	29301
35049	New Mexico	Santa Fe	population	145648
35051	New Mexico	Sierra	population	11943
35053	New Mexico	Socorro	population	17873
35055	New Mexico	Taos	population	32917
35057	New Mexico	Torrance	population	16345
35059	New Mexico	Union	population	4433
35061	New Mexico	Valencia	population	77070
36001	New York	Albany	population	303565
36003	New York	Allegany	population	48778
36005	New York	Bronx	population	1392002
36007	New York	Broome	population	199031
36009	New York	Cattaraugus	population	79832
36011	New York	Cayuga	population	79738
36013	New York	Chautauqua	population	134368
36015	New York	Chemung	population	88840
36017	New York	Chenango	population	50118
36019	New York	Clinton	population	81945
36021	New York	Columbia	population	62550
36023	New York	Cortland	population	49363
36025	New York	Delaware	population	47559
36027	New York	Dutchess	population	297999
36029	New York	Erie	population	918028
36031	New York	Essex	population	39181
36033	New York	Franklin	population	51551
36035	New York	Fulton	population	55180
36037	New York	Genesee	population	59993
36039	New York	Greene	population	48954
36041	New York	Hamilton	population	4793
36043	New York	Herkimer	population	64160
36045	New York	Jefferson	population	117910
36047	New York	Kings	population	2532645
36049	New York	Lewis	population	27072
36051	New York	Livingston	population	65070
36053	New York	Madison	population	73365
36055	New York	Monroe	population	745625
36057	New York	Montgomery	population	49916
36059	New York	Nassau	population	1344436
36061	New York	New York	population	1601948
36063	New York	Niagara	population	216011
36065	New York	Oneida	population	234287
36067	New York	Onondaga	population	466960
36069	New York	Ontario	population	108525
36071	New York	Orange	population	374872
36073	New York	Orleans	population	42622
36075	New York	Oswego	population	122228
36077	New York	Otsego	population	61917
36079	New York	Putnam	population	99933
36081	New York	Queens	population	2247848
36083	New York	Rensselaer	population	159395
36085	New York	Richmond	population	470467
36087	New York	Rockland	population	315158
36089	New York	St. Lawrence	population	111690
36091	New York	Saratoga	population	220882
36093	New York	Schenectady	population	155058
36095	New York	Schoharie	population	32578
36097	New York	Schuyler	population	18361
36099	New York	Seneca	population	35198
36101	New York	Steuben	population	99033
36103	New York	Suffolk	population	1498816
36105	New York	Sullivan	population	76900
36107	New York	Tioga	population	51043
36109	New York	Tompkins	population	101723
36111	New York	Ulster	population	182448
36113	New York	Warren	population	65831
36115	New York	Washington	population	63165
36117	New York	Wayne	population	93436
36119	New York	Westchester	population	955899
36121	New York	Wyoming	population	41944
36123	New York	Yates	population	25454
37001	North Carolina	Alamance	population	153291
37003	North Carolina	Alexander	population	37087
37005	North Carolina	Alleghany	population	11052
37007	North Carolina	Anson	population	26609
37009	North Carolina	Ashe	population	27143
37011	North Carolina	Avery	population	17572
37013	North Carolina	Beaufort	population	47691
37015	North Carolina	Bertie	population	20874
37017	North Carolina	Bladen	population	34928
37019	North Carolina	Brunswick	population	110097
37021	North Carolina	Buncombe	population	241419
37023	North Carolina	Burke	population	90904
37025	North Carolina	Cabarrus	population	181468
37027	North Carolina	Caldwell	population	82395
37029	North Carolina	Camden	population	10014
37031	North Carolina	Carteret	population	67373
37033	North Carolina	Caswell	population	23403
37035	North Carolina	Catawba	population	154181
37037	North Carolina	Chatham	population	64195
37039	North Carolina	Cherokee	population	27194
37041	North Carolina	Chowan	population	14853
37043	North Carolina	Clay	population	10563
37045	North Carolina	Cleveland	population	97489
37047	North Carolina	Columbus	population	57712
37049	North Carolina	Craven	population	104786
37051	North Carolina	Cumberland	population	324885
37053	North Carolina	Currituck	population	23955
37055	North Carolina	Dare	population	34307
37057	North Carolina	Davidson	population	162697
37059	North Carolina	Davie	population	41552
37061	North Carolina	Duplin	population	59542
37063	North Carolina	Durham	population	273392
37065	North Carolina	Edgecombe	population	56041
37067	North Carolina	Forsyth	population	354952
37069	North Carolina	Franklin	population	61140
37071	North Carolina	Gaston	population	207031
37073	North Carolina	Gates	population	12043
37075	North Carolina	Graham	population	8802
37077	North Carolina	Granville	population	59976
37079	North Carolina	Greene	population	21556
37081	North Carolina	Guilford	population	495279
37083	North Carolina	Halifax	population	54173
37085	North Carolina	Harnett	population	119256
37087	North Carolina	Haywood	population	58855
37089	North Carolina	Henderson	population	107927
37091	North Carolina	Hertford	population	24433
37093	North Carolina	Hoke	population	49272
37095	North Carolina	Hyde	population	5822
37097	North Carolina	Iredell	population	161202
37099	North Carolina	Jackson	population	40285
37101	North Carolina	Johnston	population	172595
37103	North Carolina	Jones	population	10020
37105	North Carolina	Lee	population	58752
37107	North Carolina	Lenoir	population	59339
37109	North Carolina	Lincoln	population	78932
37111	North Carolina	McDowell	population	45104
37113	North Carolina	Macon	population	34074
37115	North Carolina	Madison	population	20816
37117	North Carolina	Martin	population	24180
37119	North Carolina	Mecklenburg	population	944373
37121	North Carolina	Mitchell	population	15445
37123	North Carolina	Montgomery	population	27667
37125	North Carolina	Moore	population	89352
37127	North Carolina	Nash	population	96116
37129	North Carolina	New Hanover	population	206189
37131	North Carolina	Northampton	population	21893
37133	North Carolina	Onslow	population	179719
37135	North Carolina	Orange	population	135755
37137	North Carolina	Pamlico	population	13197
37139	North Carolina	Pasquotank	population	40696
37141	North Carolina	Pender	population	53399
37143	North Carolina	Perquimans	population	13487
37145	North Carolina	Person	population	39637
37147	North Carolina	Pitt	population	171134
37149	North Carolina	Polk	population	20256
37151	North Carolina	Randolph	population	142358
37153	North Carolina	Richmond	population	46611
37155	North Carolina	Robeson	population	135517
37157	North Carolina	Rockingham	population	93329
37159	North Carolina	Rowan	population	138019
37161	North Carolina	Rutherford	population	67538
37163	North Carolina	Sampson	population	63734
37165	North Carolina	Scotland	population	35861
37167	North Carolina	Stanly	population	60626
37169	North Carolina	Stokes	population	47242
37171	North Carolina	Surry	population	73714
37173	North Carolina	Swain	population	14043
37175	North Carolina	Transylvania	population	32820
37177	North Carolina	Tyrrell	population	4364
37179	North Carolina	Union	population	205463
37181	North Carolina	Vance	population	45307
37183	North Carolina	Wake	population	929780
37185	North Carolina	Warren	population	20861
37187	North Carolina	Washington	population	12973
37189	North Carolina	Watauga	population	51333
37191	North Carolina	Wayne	population	123697
37193	North Carolina	Wilkes	population	68984
37195	North Carolina	Wilson	population	81452
37197	North Carolina	Yadkin	population	38279
37199	North Carolina	Yancey	population	17701
38001	North Dakota	Adams	population	2307
38003	North Dakota	Barnes	population	11056
38005	North Dakota	Benson	population	6723
38007	North Dakota	Billings	population	816
38009	North Dakota	Bottineau	population	6443
38011	North Dakota	Bowman	population	3134
38013	North Dakota	Burke	population	2033
38015	North Dakota	Burleigh	population	83145
38017	North Dakota	Cass	population	152368
38019	North Dakota	Cavalier	population	3939
38021	North Dakota	Dickey	population	5317
38023	North Dakota	Divide	population	2125
38025	North Dakota	Dunn	population	3720
38027	North Dakota	Eddy	population	2380
38029	North Dakota	Emmons	population	3546
38031	North Dakota	Foster	population	3341
38033	North Dakota	Golden Valley	population	1752
38035	North Dakota	Grand Forks	population	66598
38037	North Dakota	Grant	population	2337
38039	North Dakota	Griggs	population	2372
38041	North Dakota	Hettinger	population	2515
38043	North Dakota	Kidder	population	2414
38045	North Dakota	LaMoure	population	4105
38047	North Dakota	Logan	population	1985
38049	North Dakota	McHenry	population	5505
38051	North Dakota	McIntosh	population	2769
38053	North Dakota	McKenzie	population	7019
38055	North Dakota	McLean	population	9068
38057	North Dakota	Mercer	population	8449
38059	North Dakota	Morton	population	27734
38061	North Dakota	Mountrail	population	8097
38063	North Dakota	Nelson	population	3057
38065	North Dakota	Oliver	population	1830
38067	North Dakota	Pembina	population	7342
38069	North Dakota	Pierce	population	4375
38071	North Dakota	Ramsey	population	11452
38073	North Dakota	Ransom	population	5403
38075	North Dakota	Renville	population	2490
38077	North Dakota	Richland	population	16245
38079	North Dakota	Rolette	population	14206
38081	North Dakota	Sargent	population	3798
38083	North Dakota	Sheridan	population	1309
38085	North Dakota	Sioux	population	4280
38087	North Dakota	Slope	population	718
38089	North Dakota	Stark	population	25177
38091	North Dakota	Steele	population	1950
38093	North Dakota	Stutsman	population	21062
38095	North Dakota	Towner	population	2264
38097	North Dakota	Traill	population	8147
38099	North Dakota	Walsh	population	11032
38101	North Dakota	Ward	population	64072
38103	North Dakota	Wells	population	4237
38105	North Dakota	Williams	population	24374
39001	Ohio	Adams	population	28456
39003	Ohio	Allen	population	106094
39005	Ohio	Ashland	population	53153
39007	Ohio	Ashtabula	population	101345
39009	Ohio	Athens	population	64769
39011	Ohio	Auglaize	population	45838
39013	Ohio	Belmont	population	70151
39015	Ohio	Brown	population	44687
39017	Ohio	Butler	population	369999
39019	Ohio	Carroll	population	28782
39021	Ohio	Champaign	population	39795
39023	Ohio	Clark	population	137691
39025	Ohio	Clermont	population	199139
39027	Ohio	Clinton	population	41927
39029	Ohio	Columbiana	population	107570
39031	Ohio	Coshocton	population	36955
39033	Ohio	Crawford	population	43389
39035	Ohio	Cuyahoga	population	1270294
39037	Ohio	Darke	population	52809
39039	Ohio	Defiance	population	38884
39041	Ohio	Delaware	population	178341
39043	Ohio	Erie	population	76751
39045	Ohio	Fairfield	population	147066
39047	Ohio	Fayette	population	28985
39049	Ohio	Franklin	population	1178799
39051	Ohio	Fulton	population	42510
39053	Ohio	Gallia	population	30970
39055	Ohio	Geauga	population	93228
39057	Ohio	Greene	population	162846
39059	Ohio	Guernsey	population	39927
39061	Ohio	Hamilton	population	800362
39063	Ohio	Hancock	population	75056
39065	Ohio	Hardin	population	32020
39067	Ohio	Harrison	population	15850
39069	Ohio	Henry	population	28064
39071	Ohio	Highland	population	43433
39073	Ohio	Hocking	population	29394
39075	Ohio	Holmes	population	42746
39077	Ohio	Huron	population	59496
39079	Ohio	Jackson	population	33186
39081	Ohio	Jefferson	population	68828
39083	Ohio	Knox	population	61275
39085	Ohio	Lake	population	229885
39087	Ohio	Lawrence	population	62489
39089	Ohio	Licking	population	167248
39091	Ohio	Logan	population	45688
39093	Ohio	Lorain	population	301614
39095	Ohio	Lucas	population	440005
39097	Ohio	Madison	population	43401
39099	Ohio	Mahoning	population	237270
39101	Ohio	Marion	population	66212
39103	Ohio	Medina	population	173262
39105	Ohio	Meigs	population	23680
39107	Ohio	Mercer	population	40838
39109	Ohio	Miami	population	102857
39111	Ohio	Monroe	population	14585
39113	Ohio	Montgomery	population	537602
39115	Ohio	Morgan	population	15034
39117	Ohio	Morrow	population	34855
39119	Ohio	Muskingum	population	86237
39121	Ohio	Noble	population	14702
39123	Ohio	Ottawa	population	41396
39125	Ohio	Paulding	population	19420
39127	Ohio	Perry	population	36303
39129	Ohio	Pickaway	population	55990
39131	Ohio	Pike	population	28628
39133	Ohio	Portage	population	161624
39135	Ohio	Preble	population	42083
39137	Ohio	Putnam	population	34294
39139	Ohio	Richland	population	123510
39141	Ohio	Ross	population	78249
39143	Ohio	Sandusky	population	60734
39145	Ohio	Scioto	population	79277
39147	Ohio	Seneca	population	56469
39149	Ohio	Shelby	population	49307
39151	Ohio	Stark	population	375087
39153	Ohio	Summit	population	539832
39155	Ohio	Trumbull	population	209264
39157	Ohio	Tuscarawas	population	92508
39159	Ohio	Union	population	52764
39161	Ohio	Van Wert	population	28601
39163	Ohio	Vinton	population	13367
39165	Ohio	Warren	population	214910
39167	Ohio	Washington	population	61755
39169	Ohio	Wayne	population	114611
39171	Ohio	Williams	population	37597
39173	Ohio	Wood	population	126355
39175	Ohio	Wyandot	population	22692
40001	Oklahoma	Adair	population	22612
40003	Oklahoma	Alfalfa	population	5662
40005	Oklahoma	Atoka	population	14206
40007	Oklahoma	Beaver	population	5624
40009	Oklahoma	Beckham	population	22288
40011	Oklahoma	Blaine	population	9780
40013	Oklahoma	Bryan	population	43089
40015	Oklahoma	Caddo	population	29537
40017	Oklahoma	Canadian	population	119492
40019	Oklahoma	Carter	population	48096
40021	Oklahoma	Cherokee	population	47845
40023	Oklahoma	Choctaw	population	15250
40025	Oklahoma	Cimarron	population	2487
40027	Oklahoma	Cleveland	population	261281
40029	Oklahoma	Coal	population	5928
40031	Oklahoma	Comanche	population	125815
40033	Oklahoma	Cotton	population	6179
40035	Oklahoma	Craig	population	15073
40037	Oklahoma	Creek	population	70467
40039	Oklahoma	Custer	population	27750
40041	Oklahoma	Delaware	population	41633
40043	Oklahoma	Dewey	population	4867
40045	Oklahoma	Ellis	population	4051
40047	Oklahoma	Garfield	population	60670
40049	Oklahoma	Garvin	population	27452
40051	Oklahoma	Grady	population	53020
40053	Oklahoma	Grant	population	4585
40055	Oklahoma	Greer	population	6125
40057	Oklahoma	Harmon	population	2919
40059	Oklahoma	Harper	population	3695
40061	Oklahoma	Haskell	population	12810
40063	Oklahoma	Hughes	population	13843
40065	Oklahoma	Jackson	population	26447
40067	Oklahoma	Jefferson	population	6506
40069	Oklahoma	Johnston	population	11139
40071	Oklahoma	Kay	population	46159
40073	Oklahoma	Kingfisher	population	15213
40075	Oklahoma	Kiowa	population	9416
40077	Oklahoma	Latimer	population	11155
40079	Oklahoma	Le Flore	population	50628
40081	Oklahoma	Lincoln	population	34155
40083	Oklahoma	Logan	population	42499
40085	Oklahoma	Love	population	9386
40087	Oklahoma	McClain	population	35235
40089	Oklahoma	McCurtain	population	33195
40091	Oklahoma	McIntosh	population	20360
40093	Oklahoma	Major	population	7657
40095	Oklahoma	Marshall	population	16049
40097	Oklahoma	Mayes	population	41389
40099	Oklahoma	Murray	population	13571
40101	Oklahoma	Muskogee	population	71003
40103	Oklahoma	Noble	population	11578
40105	Oklahoma	Nowata	population	10629
40107	Oklahoma	Okfuskee	population	12348
40109	Oklahoma	Oklahoma	population	732371
40111	Oklahoma	Okmulgee	population	39937
40113	Oklahoma	Osage	population	47425
40115	Oklahoma	Ottawa	population	31860
40117	Oklahoma	Pawnee	population	16730
40119	Oklahoma	Payne	population	77988
40121	Oklahoma	Pittsburg	population	45625
40123	Oklahoma	Pontotoc	population	37799
40125	Oklahoma	Pottawatomie	population	70280
40127	Oklahoma	Pushmataha	population	11478
40129	Oklahoma	Roger Mills	population	3702
40131	Oklahoma	Rogers	population	87706
40133	Oklahoma	Seminole	population	25292
40135	Oklahoma	Sequoyah	population	42341
40137	Oklahoma	Stephens	population	45197
40139	Oklahoma	Texas	population	21312
40141	Oklahoma	Tillman	population	8061
40143	Oklahoma	Tulsa	population	610599
40145	Oklahoma	Wagoner	population	74098
40147	Oklahoma	Washington	population	51476
40149	Oklahoma	Washita	population	11574
40151	Oklahoma	Woods	population	8775
40153	Oklahoma	Woodward	population	20034
41001	Oregon	Baker	population	15984
41003	Oregon	Benton	population	85928
41005	Oregon	Clackamas	population	380207
41007	Oregon	Clatsop	population	37153
41009	Oregon	Columbia	population	49402
41011	Oregon	Coos	population	62791
41013	Oregon	Crook	population	20839
41015	Oregon	Curry	population	22426
41017	Oregon	Deschutes	population	160338
41019	Oregon	Douglas	population	107490
41021	Oregon	Gilliam	population	1937
41023	Oregon	Grant	population	7410
41025	Oregon	Harney	population	7373
41027	Oregon	Hood River	population	22493
41029	Oregon	Jackson	population	204822
41031	Oregon	Jefferson	population	21771
41033	Oregon	Josephine	population	82987
41035	Oregon	Klamath	population	66299
41037	Oregon	Lake	population	7908
41039	Oregon	Lane	population	353416
41041	Oregon	Lincoln	population	45933
41043	Oregon	Linn	population	118122
41045	Oregon	Malheur	population	31068
41047	Oregon	Marion	population	318872
41049	Oregon	Morrow	population	11169
41051	Oregon	Multnomah	population	748031
41053	Oregon	Polk	population	75993
41055	Oregon	Sherman	population	1718
41057	Oregon	Tillamook	population	25403
41059	Oregon	Umatilla	population	76725
41061	Oregon	Union	population	25791
41063	Oregon	Wallowa	population	6990
41065	Oregon	Wasco	population	25234
41067	Oregon	Washington	population	540410
41069	Oregon	Wheeler	population	1426
41071	Oregon	Yamhill	population	100000
42001	Pennsylvania	Adams	population	101434
42003	Pennsylvania	Allegheny	population	1227066
42005	Pennsylvania	Armstrong	population	68568
42007	Pennsylvania	Beaver	population	170414
42009	Pennsylvania	Bedford	population	49739
42011	Pennsylvania	Berks	population	412778
42013	Pennsylvania	Blair	population	127099
42015	Pennsylvania	Bradford	population	62917
42017	Pennsylvania	Bucks	population	626854
42019	Pennsylvania	Butler	population	184848
42021	Pennsylvania	Cambria	population	143728
42023	Pennsylvania	Cameron	population	5010
42025	Pennsylvania	Carbon	population	65154
42027	Pennsylvania	Centre	population	154722
42029	Pennsylvania	Chester	population	503897
42031	Pennsylvania	Clarion	population	40013
42033	Pennsylvania	Clearfield	population	81445
42035	Pennsylvania	Clinton	population	39208
42037	Pennsylvania	Columbia	population	67476
42039	Pennsylvania	Crawford	population	88740
42041	Pennsylvania	Cumberland	population	237892
42043	Pennsylvania	Dauphin	population	268977
42045	Pennsylvania	Delaware	population	559494
42047	Pennsylvania	Elk	population	31751
42049	Pennsylvania	Erie	population	280985
42051	Pennsylvania	Fayette	population	136097
42053	Pennsylvania	Forest	population	7589
42055	Pennsylvania	Franklin	population	150811
42057	Pennsylvania	Fulton	population	14801
42059	Pennsylvania	Greene	population	38623
42061	Pennsylvania	Huntingdon	population	45875
42063	Pennsylvania	Indiana	population	89298
42065	Pennsylvania	Jefferson	population	44976
42067	Pennsylvania	Juniata	population	24400
42069	Pennsylvania	Lackawanna	population	214166
42071	Pennsylvania	Lancaster	population	523594
